corp_ceref,corp_name,ro_ceref,ro_full_name,ro_name_chi,ro_ra_types
ARS988,China Asset Management (Hong Kong) Limited,AMI240,GAN Tian,甘添,"1,4,9"
ARS988,China Asset Management (Hong Kong) Limited,BHU201,GAO Lei,高磊,"1,4,9"
ARS988,China Asset Management (Hong Kong) Limited,BNC933,HE Rui,,"1,4,9"
ARS988,China Asset Management (Hong Kong) Limited,AOQ511,KUNG Wai Ting,龔偉廷,"4,9"
ARS988,China Asset Management (Hong Kong) Limited,AOG070,LAN Kwok Kin,藍國堅,"1,4,9"
ARS988,China Asset Management (Hong Kong) Limited,AGU654,LI Fung Ming,李豐名,"1,4,9"
ASZ577,China Rise Securities Asset Management Company Limited,BPU758,CHAN Kam Fung Angus,陳錦鋒,"4,9"
ASZ577,China Rise Securities Asset Management Company Limited,APV753,FAN Chun Wah,范俊華,"1,4,9"
ASZ577,China Rise Securities Asset Management Company Limited,BBW230,FUNG Wang Yuen,馮宏遠,"1,4,9"
ASZ577,China Rise Securities Asset Management Company Limited,AHL499,WAN Shing Lung,溫誠龍,"1,4,9"
ATT491,Channel 8 Wealth Management Limited,AGI598,"KAM Chi Wan, Sandy",金志雲,"1,4,9"
ATT491,Channel 8 Wealth Management Limited,ACR467,"YEUNG Nim Shuk, Yolanda",楊念淑,"1,4,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,BLY758,CHENG Tao,成濤,"4,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,AUJ100,DONG Liqing,董黎清,"1,4,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,BDH337,KONG Lingbing,孔令兵,"4,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,ARI402,WANG Zhihua,王志華,"4,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,APR012,YUNG Kim Keung,戎劍強,"1,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,BAK284,ZHANG Hui,張暉,"4,9"
AUI816,China Universal Asset Management (Hong Kong) Company Limited,AXZ985,ZHANG Yun,張雲,1
AUT330,CN Capital Management Limited,ALG050,CHAN George Yee Lee,陳義理,9
AUT330,CN Capital Management Limited,BDI998,CHEUNG Nicholas Shiu Kwong,張紹光,9
AUT330,CN Capital Management Limited,AFQ411,"NG Wing Leung, Stephen",吳永亮,9
AUV540,Charles-Lim Capital Limited,AUV598,CHARLES Keiren,,9
AUV540,Charles-Lim Capital Limited,AUV601,LIM Shueh Yung,,9
AUV540,Charles-Lim Capital Limited,APH924,TSE Phoebe Yuen Ting,謝宛庭,9
AUV540,Charles-Lim Capital Limited,BJR907,WONG Wing Kit,王永傑,9
AUX350,CCTIC International Limited,ARL158,CAI Yipeng,蔡奕鵬,"4,9"
AUX350,CCTIC International Limited,AGJ950,LAU Tsz Lung,劉子龍,"4,9"
AVA101,CMB International Asset Management Limited,BEL574,BAI Haifeng,白海峰,"1,4,9"
AVA101,CMB International Asset Management Limited,BQS236,QI Xiaoxiao,漆潇潇,"1,4,9"
AVA101,CMB International Asset Management Limited,BWS732,ZHANG Guoyong,張国勇,"1,4,9"
AVA101,CMB International Asset Management Limited,BIT286,ZHANG Jing,張婧,"1,4,9"
AVA101,CMB International Asset Management Limited,BCN230,ZHANG Shenping,張慎平,"4,9"
AVG770,China Financial International Investments & Managements Limited,AAC044,"CHAN Wing Yau, George",陳永祐,9
AVN412,China Demeter Securities Limited,AJE865,CHAN Chi Fung,陳志鋒,"1,4,9"
AVN412,China Demeter Securities Limited,ACB908,LAM Ka Hang,林家亨,"1,4,9"
AVN412,China Demeter Securities Limited,AAD572,LEE Wai Ling,李蔚玲,1
AVQ695,CPIC Investment Management (H.K.) Company Limited,AOG956,CAO Junyang,曹駿暘,"1,4"
AVQ695,CPIC Investment Management (H.K.) Company Limited,AVH674,LI Bin,李彬,1
AVQ695,CPIC Investment Management (H.K.) Company Limited,AJN966,ZHONG Shan,鍾山,9
AVQ695,CPIC Investment Management (H.K.) Company Limited,AVJ131,ZHOU Chenggang,周成崗,"1,4,9"
AVR438,Chubb Investment Management (HK) Limited (trading as Chubb Wealth) ,BCK283,CHUI Lap Pan,徐立斌,"1,4"
AVR438,Chubb Investment Management (HK) Limited (trading as Chubb Wealth) ,BGN236,LEI Shuyu,雷澍宇,9
AVR438,Chubb Investment Management (HK) Limited (trading as Chubb Wealth) ,BSZ852,LUI Lai Kwong,呂勵剛,"1,4"
AVR438,Chubb Investment Management (HK) Limited (trading as Chubb Wealth) ,AIC878,RUDD Benjamin Jeremy Kenneth,,"1,4,9"
AVR438,Chubb Investment Management (HK) Limited (trading as Chubb Wealth) ,BHM869,WONG Chung Man Mandy,黃頌雯,"1,4"
AWJ391,Cornucopiae Asset Management Limited,ADB986,WONG Siu Kuen Becky,黃少娟,"1,4,9"
AWJ391,Cornucopiae Asset Management Limited,BBL065,XIAO Yanming,肖艷明,"1,4,9"
AWX256,Complus Asset Management Limited,ARS456,CHEUNG Tao Ping,章道平,9
AWX256,Complus Asset Management Limited,AZV769,HORA Francois Josef,,9
AWX256,Complus Asset Management Limited,ALY309,KAM Kwok Ching,甘國澄,"1,4,9"
AWX256,Complus Asset Management Limited,AXR007,LEEKHA Rajeev,,"1,4,9"
AWX256,Complus Asset Management Limited,AFM600,"LUI Kar Wong, Dennis",呂家煌,"1,4,9"
AXO397,China Angel Fund Management (HK) Company Limited,ALS556,CHAN Wai Ching,陳偉程,"4,9"
AXO397,China Angel Fund Management (HK) Company Limited,AEZ711,"LIU Kit Ching, Portia",廖潔貞,"4,9"
AXV375,CNI Global Assets Management Limited,APX218,BAO Quan,包全,9
AXV375,CNI Global Assets Management Limited,AEO855,"YU Shui Sang, Bernard",余瑞生,9
AYE648,China Everbright Securities Asset Management Limited,ANU813,MA Kai,馬凱,"1,4,9"
AYE648,China Everbright Securities Asset Management Limited,BOF947,WEN Yuxiang,文宇翔,"1,4,9"
AYE648,China Everbright Securities Asset Management Limited,BGO424,YANG Jiawei,楊家威,"1,4,9"
AYE648,China Everbright Securities Asset Management Limited,AED619,YEUNG Kin Sing,楊健聲,"1,4,9"
AYE729,Changjiang Asset Management (HK) Limited,AZB304,LING Man Ping,凌曼冰,"4,9"
AYE729,Changjiang Asset Management (HK) Limited,BOZ747,WAN Li,万勵,"4,9"
AYM715,CMB Wing Lung Asset Management Limited,BJJ201,LEE Wu Han,李武翰,9
AYM715,CMB Wing Lung Asset Management Limited,BOK087,LIU Shuojia,劉朔甲,"4,9"
AYM715,CMB Wing Lung Asset Management Limited,BRF142,SHENG Hetai,盛和太,"4,9"
AYK525,China Vered Asset Management (Hong Kong) Limited,AMH953,LEUNG Man Chak,梁文澤,"4,9"
AYK525,China Vered Asset Management (Hong Kong) Limited,BMC489,LIAN Zhe,廉哲,"4,9"
AYK525,China Vered Asset Management (Hong Kong) Limited,APS899,LIU Kairong,劉開蓉,"4,9"
AYW749,Conning Asia Pacific Limited,AUX150,DONG Mei,董梅,"1,4,9"
AYW749,Conning Asia Pacific Limited,BJU910,HUANG Hsiu Mei,黃修梅,"1,4,9"
AYW749,Conning Asia Pacific Limited,BLI964,WU Hua-Chang,吳樺昌,"1,4,9"
AZB374,China Industrial Securities International Asset Management Limited,AQN004,LI Zhisen,李志森,5
AZB374,China Industrial Securities International Asset Management Limited,BFR960,WANG Hao,王浩,"4,9"
AZB374,China Industrial Securities International Asset Management Limited,BUO221,WEI Wei,魏威,"4,5,9"
AZB374,China Industrial Securities International Asset Management Limited,BDA073,ZHANG Yijun,張漪筠,"4,9"
AZD667,China Orient International Asset Management Limited,ALW229,QIAN Cheng,錢澄,"1,4,9"
AZD667,China Orient International Asset Management Limited,AVM879,XIONG Lang,熊浪,"1,4,9"
AZD667,China Orient International Asset Management Limited,BSF662,XU Yi,徐奕,"4,9"
AZD667,China Orient International Asset Management Limited,BBJ827,ZOU Wenjing,鄒文璟,4
AZE893,Capula Investment Management Asia Limited,BAW943,BOTTAZZI Jean-Marc,,"1,9"
AZE893,Capula Investment Management Asia Limited,BGA993,"TSE Hiu Fung, Arthur",謝曉峯,"1,9"
AZY974,COFCO Asset Management (International) Company Limited,BJP018,LIN Xiangli,林相立,"1,4,9"
AZY974,COFCO Asset Management (International) Company Limited,BNG653,TANG Dewen,唐德文,"1,4,9"
AZY974,COFCO Asset Management (International) Company Limited,BGV244,ZHAO Bozhi,趙博智,"1,4,9"
BAI094,"China Galaxy International Asset Management (Hong Kong) Co., Limited",BGP466,LI Bin,李彬,"4,9"
BAI094,"China Galaxy International Asset Management (Hong Kong) Co., Limited",AQE310,WONG Lo Suen,黃璐旋,"4,9"
BAP681,Crosby Securities Limited,AWN387,CHAN Yiu Nam,陳耀南,6
BAP681,Crosby Securities Limited,AHA485,CHU Raymond,朱允明,"1,4,9"
BAP681,Crosby Securities Limited,ARN583,"KWOK Ho Yin, Raymond",郭浩然,"1,4,9"
BAP681,Crosby Securities Limited,ANY308,TAN E Wuen,陳儀雯,4
BAP681,Crosby Securities Limited,AZC273,WONG King Pan,王琼斌,6
BAP681,Crosby Securities Limited,AMF133,"WU Ka Wai, Carrie",胡嘉慧,"1,4,9"
BAP853,China Securities (International) Asset Management Company Limited,AQU095,CHAN Sin Hang,陳倩姮,9
BAP853,China Securities (International) Asset Management Company Limited,BBN708,LI Xinwei,李昕維,"4,9"
BAP853,China Securities (International) Asset Management Company Limited,BXB659,WANG Xin,王鑫,"4,9"
BAP853,China Securities (International) Asset Management Company Limited,BFS725,ZHANG Jin,張瑾,"4,9"
BAR102,Continuum Capital Limited,AEO621,JUNGELS Marie Louise,,9
BAR102,Continuum Capital Limited,BSB979,LAI Chun Keung,黎振強,9
BAR102,Continuum Capital Limited,AST611,THOMPSON David Russell,,9
BAS383,Compagnie d'Investissements et de Gestion Privee (Hong Kong) Limited,BAS387,LE GOUZ DE SAINT SEINE Hugues Christian Benigne,,"1,4,9"
BAS383,Compagnie d'Investissements et de Gestion Privee (Hong Kong) Limited,BAS390,TATTONI Luciano Stefano,,"1,4,9"
BBB678,"Caitong International Asset Management Co., Limited",AZF076,QIAN Bin,錢斌,"1,4,9"
BBB678,"Caitong International Asset Management Co., Limited",BUJ126,RUAN Li,阮靂,1
BBB678,"Caitong International Asset Management Co., Limited",BMQ329,TAM Hui Fai,譚煦暉,"1,4,9"
BAD616,Capital Dynamics Asset Management (HK) Private Limited,BFZ201,TAN Mun Lin,陳曼菱,9
BAD616,Capital Dynamics Asset Management (HK) Private Limited,BAD662,TAN Teng Boo,陳鼎武,9
BAD616,Capital Dynamics Asset Management (HK) Private Limited,BPV249,YANG Qilin,楊琪麟,9
BBJ028,Changsheng Fund Management (H.K.) Limited,BBJ029,WU Da,吳達,"4,9"
BBJ028,Changsheng Fund Management (H.K.) Limited,ADI295,YEUNG Ernest Sze Lok,楊思樂,"4,9"
BBF099,Cypress Capital Hong Kong Limited,AKV330,LIN Shih-chieh,林世杰,"4,9"
BBF099,Cypress Capital Hong Kong Limited,APR580,PAN Chih-Chiang,潘志強,"4,9"
BBU801,CreditEase Wealth Management (HK) Limited,BXB121,GU Bingze,谷秉泽,"4,9"
BBU801,CreditEase Wealth Management (HK) Limited,BOS131,ZHAI Jin,翟津,"4,9"
BBX611,Core Pacific - Yamaichi Asset Management Limited,AEP269,"TANG Kwan Hui, Ronny",鄧君栩,9
BBX611,Core Pacific - Yamaichi Asset Management Limited,AEK472,"YAU Chung Tak, Atak",邱重德,9
BDU208,Chomolungma Asset Management Limited,ADI587,"CHAN Chi Fung, Michael",陳志豐,"4,9"
BDU208,Chomolungma Asset Management Limited,AEE304,"LEE Chi Hang, Edmond",李智恆,"4,9"
BDU208,Chomolungma Asset Management Limited,BNO921,SUEN Kar Man Christine,孫嘉文,"4,9"
BDZ193,Ceres Asset Management Limited,BJL585,LEUNG Ka Cheong,梁家昌,9
BDZ193,Ceres Asset Management Limited,BMW604,WONG Ping Kuen,黃炳權,9
BDZ193,Ceres Asset Management Limited,BTA064,WONG Ping Leong,黃炳亮,9
BEJ924,CTI Capital Hong Kong Limited,AAV790,"PANG Shuen Wai, Nichols",彭宣衞,"4,9"
BEJ924,CTI Capital Hong Kong Limited,AZP318,XU Junbin,徐軍斌,9
BEJ924,CTI Capital Hong Kong Limited,AMF137,ZHANG Hao,張浩,"1,4"
BEJ924,CTI Capital Hong Kong Limited,APL667,ZHOU Sheng,周晟,1
BEA129,China Sunrise Asset Management Limited,BPA221,CHEN Xi,陳熙,4
BEA129,China Sunrise Asset Management Limited,BNR183,JIANG Senlin,姜森林,"4,9"
BEA129,China Sunrise Asset Management Limited,ANY390,LI Xin,李昕,"4,9"
BEA129,China Sunrise Asset Management Limited,BVK034,ZHOU Chengchuan,周承川,"4,9"
BEL556,Cachet Asset Management Limited,BAO582,CHIN Julius Jiun,錢浚,"1,4,9"
BEL556,Cachet Asset Management Limited,BEL555,"CHOW Chin Yui, Angela",周芊汝,"1,4,9"
BEP126,Comprador Limited,APM164,CHENG Andrew Tongming,鄭同明,"4,6,9"
BEP126,Comprador Limited,ADG113,STEAINS Anthony John,,"4,6,9"
BET625,CloudAlpha Capital Management Limited,BMR274,WANG Yen Kang,王彥康,9
BET625,CloudAlpha Capital Management Limited,BIC436,YAN Peide,閆沛德,9
BET625,CloudAlpha Capital Management Limited,AXQ560,YANG Jin,楊晉,9
BEX660,"China CIFCO Securities Co., Limited",BOS468,LAM Siu Mo,林少武,9
BEX660,"China CIFCO Securities Co., Limited",ARO949,LEE Man Chun,李文俊,"1,4,9"
BEX660,"China CIFCO Securities Co., Limited",AFF507,MA Chi Wah,馬志華,9
BEX660,"China CIFCO Securities Co., Limited",ANQ542,"NG Chi Him, Sam",吳子謙,"1,4"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,AOH166,CHAN Wing Kin,陳永健,"1,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BNS262,CHEN Binghua,陳炳華,"4,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BMR596,DONG Wei,董巍,"1,4,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BTT748,HE Jie,何婕,"4,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BFR572,LAO Sen,勞森,"4,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BXP768,WANG Jing,王婧,"1,4,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BSI211,XUE Fenghui,薛丰慧,"4,9"
BEZ809,China Re Asset Management (Hong Kong) Company Limited,BIB964,ZHANG Mengyun,張夢雲,"4,9"
BFE162,CASH Algo Finance Group Limited,BFX093,MA Ka Chun,馬家俊,9
BFE162,CASH Algo Finance Group Limited,AXF253,WONG Sze Kai,黃思佳,9
BFN572,"CG Partners Asset Management Co., Limited",BHU627,GUI Xueying,歸雪莹,"4,9"
BFN572,"CG Partners Asset Management Co., Limited",BGZ718,WU Peimin,吳佩珉,"4,9"
BFE902,CLC Asset Management Limited,BAZ980,GUO Liang,郭梁,9
BFE902,CLC Asset Management Limited,BQL657,MA Rujun,馬茹筠,9
BFR756,Chongyang International Asset Management Limited,BFR786,LAU Wai Kwan,劉慧君,9
BFR756,Chongyang International Asset Management Limited,AOX224,WANG Qing,王慶,9
BFT408,Carnegie Hill Capital Partners Limited,ANP306,LEUNG Wai Kin,梁偉健,"4,9"
BFT408,Carnegie Hill Capital Partners Limited,AZS063,"NING Ching, Rachel",寧清清,"1,4,9"
BFT408,Carnegie Hill Capital Partners Limited,BMV295,XIN Yanwen,辛艳文,"1,4"
BFY889,Cynergy Asset Management Limited,ADB786,"CHAK Wing Kai, Alan",翟永基,"4,9"
BFY889,Cynergy Asset Management Limited,AYG344,KAM Shou Him Thomas,甘守謙,"4,9"
BFY889,Cynergy Asset Management Limited,AWS039,WONG Wai Hin,黃偉軒,4
BFY889,Cynergy Asset Management Limited,AZS455,WU Yechong,吴业翀,"4,9"
BGB265,China New Securities Limited,BBT305,"FONG Wai Ying, Vivian Catherine",方韋盈,"1,4,9"
BGB265,China New Securities Limited,BVH589,YUAN Shuai,袁帥,"1,4,9"
BGH575,CMBC Asset Management Company Limited,AEC908,"CHEUNG Wai Ching, Anthony",張偉清,"4,9"
BGH575,CMBC Asset Management Company Limited,AFJ617,KWOK Kei Chi,郭基智,"4,9"
BGH575,CMBC Asset Management Company Limited,BMX292,LI Ming,李明,"4,9"
BGH575,CMBC Asset Management Company Limited,AJJ462,XIANG Xinrong,向新榮,"4,9"
BGH575,CMBC Asset Management Company Limited,BRS896,ZHENG Huide,鄭慧德,"4,9"
BGH575,CMBC Asset Management Company Limited,BJX389,ZHOU Deyang,周德洋,"4,9"
BGH575,CMBC Asset Management Company Limited,BPX616,ZHOU Juan,周娟,4
BGP596,China Post & Capital Global Asset Management Limited,BUX212,ZHANG Jian,张剑,"1,4,9"
BGP596,China Post & Capital Global Asset Management Limited,BJN979,ZHANG Zhiming,張志名,"1,4,9"
BGQ200,CR Wealth and Asset Management Limited,BWV607,HSIN John Yao Chow,,"1,4,9"
BGQ200,CR Wealth and Asset Management Limited,AQW435,ZHU Zhenyu,朱振宇,"1,4,9"
BHF153,C.M. Capital Advisors (HK) Limited,ANG867,LIANG Xiaoli,梁曉莉,"4,9"
BHF153,C.M. Capital Advisors (HK) Limited,AXV753,MALONE Timothy Joseph,,"4,9"
BHF153,C.M. Capital Advisors (HK) Limited,AJD966,WU Lici Leon Edward,伍禮慈,"4,9"
BHF234,China Chengtong (Hong Kong) Asset Management Company Limited,BQR189,HAN Weizhou,韓衛洲,"1,4,9"
BHF234,China Chengtong (Hong Kong) Asset Management Company Limited,BNU873,HUA Zhongnan,華中南,"1,4,9"
BHF234,China Chengtong (Hong Kong) Asset Management Company Limited,BEO927,PENG Fengyi,彭丰藝,"1,4,9"
BHF234,China Chengtong (Hong Kong) Asset Management Company Limited,AYS671,WEI Chong,韋翀,"1,4,9"
BHF940,Cithara Investment International Limited,BEB344,LU Rui,呂睿,"4,9"
BHF940,Cithara Investment International Limited,AMQ357,WANG Hui,王輝,"4,9"
BHF940,Cithara Investment International Limited,AYQ322,ZHANG Jun,張俊,"4,9"
BHG531,"China Credit International Securities Co., Limited",ANT245,CHAN Ka Chung,陳家琮,"1,4,9"
BHG531,"China Credit International Securities Co., Limited",BUI614,ZHENG Yuanyuan,郑园园,"1,4,9"
BHI931,Central China Asset Management Company Limited,BPW474,FOK Chi Ming,霍志明,"4,9"
BHI931,Central China Asset Management Company Limited,AZV648,WANG Feifei,王菲菲,"4,9"
BHL803,Coordinates Capital Management Limited,BBS821,LI Lingfeng,李凌峰,9
BHL803,Coordinates Capital Management Limited,BRZ307,SUN Hui,孙慧,9
BHM066,China Zhong Heng Finance Group Limited,ABE442,FONG Bing Leung,方炳良,1
BHM066,China Zhong Heng Finance Group Limited,BMV934,SHAO Weiliang,邵維亮,"1,4,9"
BHM066,China Zhong Heng Finance Group Limited,AQS223,TANG Chi Ho,鄧志豪,"1,4,9"
BHO274,Changchun Securities Limited,BNY450,HUANG Wenrong,黃文榕,"4,9"
BHO274,Changchun Securities Limited,AGA695,LEE Kwok Cheong,李國昌,"1,4,9"
BHO274,Changchun Securities Limited,BLX771,WANG Chen,王晨,"1,4,9"
BHY229,CF Asset Management Limited,BVW614,CAO Xuemei,曹雪梅,"4,9"
BHY229,CF Asset Management Limited,BTY387,LIAO Xinlu,廖欣璐,"4,9"
BIB414,Carrington Asset Management Limited,BTU203,LAU Yean Liang Raymond,,"4,9"
BIC461,CEB International Asset Management Corporation Limited,BAK391,TIAN Cong,田聰,"1,4,9"
BIC461,CEB International Asset Management Corporation Limited,BOX399,ZHANG Miao,張淼,"1,4,9"
BIH478,Canfield Securities Company Limited ,BMQ630,"LAU Cheuk Man, Chapman",劉卓文,1
BIH478,Canfield Securities Company Limited ,ARH653,LAW Wai Yin,羅慧妍,"1,9"
BIH478,Canfield Securities Company Limited ,BVG216,SHI Wenminlong,施文敏龍,"1,4,9"
BIH478,Canfield Securities Company Limited ,BVS736,STYLIANOU Giorgos,,9
BIH478,Canfield Securities Company Limited ,BOE210,ZOU Chengwei,鄒成偉,"1,4,9"
BIH639,Constance Capital Limited,AGD652,MOK Wing Hon,莫榮漢,"1,4,9"
BIH639,Constance Capital Limited,AGH135,WU Kwong Chau,胡廣宙,"1,4,9"
BIM912,CFS Capital Limited,BHJ633,CHAN Ka Lai,陳嘉麗,9
BIM912,CFS Capital Limited,AGO376,LIM Swee Tin Lisa,林瑞珍,4
BIM912,CFS Capital Limited,AMM283,LO Man Un,羅文遠,"4,9"
BIM912,CFS Capital Limited,BGV097,TOCHE Patrick,,"4,9"
BIT392,CONTRENDIAN Limited,APF297,CHEUNG Koon Wai,張冠偉,"4,9"
BIT392,CONTRENDIAN Limited,ANR715,HO Frank Yiu Tung,何耀東,"4,9"
BIX427,CS Wealth Asset Management Limited,BUF893,JIANG Jun,蔣俊,"4,9"
BIX427,CS Wealth Asset Management Limited,APJ172,"YU Kwun Po, Anson",余觀寶,"4,9"
BIV795,Conrad Investment Services Limited,BBA106,LAU Wai Yan,劉偉恩,"1,9"
BIV795,Conrad Investment Services Limited,BBW943,NGO Tsz Fei,敖子飛,"1,4"
BIV795,Conrad Investment Services Limited,ARR372,TONG Pok Wai,唐博韋,"1,4,9"
BJD664,Chiron Asset Management Limited,AVR832,CHEN Yingying,陳穎穎,9
BJD664,Chiron Asset Management Limited,BJG378,ZHANG Long,張龍,9
BJD664,Chiron Asset Management Limited,BGZ776,ZHAO Weiping,趙衛平,9
BJF033,China DIFI Securities Limited,AAK493,LEUNG Wai Hung,梁偉鴻,"1,4,9"
BJF033,China DIFI Securities Limited,ARO917,WONG Ho Chuen,黃浩全,"1,4"
BJF033,China DIFI Securities Limited,BTY478,ZENG Qing,曾青,"1,4,9"
BJF054,Chocolate Asset Management Limited,AEY067,LAU Dorothy Kwok Cheung,劉幗璋,9
BJF054,Chocolate Asset Management Limited,AMQ914,LI Kan Fung,李錦峰,9
BJF054,Chocolate Asset Management Limited,AOB931,"YAO See Wing, David",姚思榮,9
BJH953,Carlyon Asset Management Limited,AMK236,"CHAN Kwok Fung, Dennis",陳國峰,4
