corp_ceref,corp_name,ro_ceref,ro_full_name,ro_first_short,ro_first_full,ro_last,ro_name_chi,ro_ra_types
ARW223,ARCH Capital Management Co. Limited,AYA900,UMALI Jonathan Espinili,Jonathan,Jonathan Espinili,Umali,海承章,9
ARW223,ARCH Capital Management Co. Limited,BLY785,WONG King Yan Ignatius,King,King Yan Ignatius,Wong,王憬仁,9
ARW223,ARCH Capital Management Co. Limited,AID233,"YUE Wah Chuk, Richard",Richard,Wah Chuk,Yue,余華軸,9
ASS687,Ares Management Asia (Hong Kong) Limited,AEO322,DUFFY Craig Andrew,Craig,Craig Andrew,Duffy,,"1,4,9"
ASS687,Ares Management Asia (Hong Kong) Limited,ARI529,KREFMAN Daniel Scott,Daniel,Daniel Scott,Krefman,,"1,4,9"
ASS687,Ares Management Asia (Hong Kong) Limited,BET465,LEE Henry David Chia,Henry,Henry David Chia,Lee,李嘉,1
ASS687,Ares Management Asia (Hong Kong) Limited,AEB025,WONG Ching Him,Ching Him,Ching Him,Wong,黃正謙,"1,4,9"
ATB513,ASCENDANT SECURITIES (HK) LIMITED,BMG887,WAN Kin Chung,Kin Chung,Kin Chung,Wan,尹建中,"1,4,9"
ATO969,Asset Management One Hong Kong Limited,BTQ725,FUKUI Takeshi,Takeshi,Takeshi,Fukui,福井健至,1
ATO969,Asset Management One Hong Kong Limited,AUX601,HUANG Haijun,Haijun,Haijun,Huang,黃海軍,1
AUB806,Asia Pacific Asset Management Limited,ANP491,CHANG Hsun Fang,Hsun Fang,Hsun Fang,Chang,張薰方,9
AUB806,Asia Pacific Asset Management Limited,AHN494,LI Ping Sun,Ping Sun,Ping Sun,Li,李炳燊,9
AUL787,Apollo Asset Management Limited,AJO293,CHAN Chi Fai,Chi Fai,Chi Fai,Chan,陳志輝,"4,9"
AUL787,Apollo Asset Management Limited,BPN162,CHENG Wan Wing,Wan Wing,Wan Wing,Cheng,鄭芸穎,"4,9"
AUL787,Apollo Asset Management Limited,BPV125,TAM Oi Lun,Oi Lun,Oi Lun,Tam,譚愛倫,"4,9"
AVO623,Areion Asset Management Company Limited,AMJ215,ARIMA Einoshin,Einoshin,Einoshin,Arima,有馬榮乃進,9
AVO623,Areion Asset Management Company Limited,AEN832,"LEUNG Sin Yan, Giselle",Giselle,Sin Yan,Leung,梁倩恩,9
AWJ200,Asia Alternatives Advisor Hong Kong Limited,AWJ204,GARG Praneet,Praneet,Praneet,Garg,,9
AWJ200,Asia Alternatives Advisor Hong Kong Limited,AWJ202,XU Hongjiang,Hongjiang,Hongjiang,Xu,徐紅江,9
AWJ200,Asia Alternatives Advisor Hong Kong Limited,AGM723,YASUDA Akihiko,Akihiko,Akihiko,Yasuda,,9
AXC972,An Zhong (AZ) Investment Management Hong Kong Limited,BRK987,ADITYA-JAYARAMAN -,Aditya-Jayaraman,Aditya-Jayaraman,-,,"1,4"
AXC972,An Zhong (AZ) Investment Management Hong Kong Limited,BNN751,CHAO Stefano,Stefano,Stefano,Chao,,9
AXC972,An Zhong (AZ) Investment Management Hong Kong Limited,AXC973,CIACCIO Andrea,Andrea,Andrea,Ciaccio,,"1,4,9"
AXG299,About Capital Management (HK) Co. Ltd,ADY731,CHEN Yi Hua,Yi Hua,Yi Hua,Chen,陳亦驊,9
AXG299,About Capital Management (HK) Co. Ltd,BIN603,LIU Chun Wah,Chun Wah,Chun Wah,Liu,廖浚樺,9
AXG299,About Capital Management (HK) Co. Ltd,AQC404,SHAN Liming,Liming,Liming,Shan,單黎鳴,9
AXM315,Ant Global Partners (HK) Limited,AQS655,CHEUCK John Hin Ming,John,John Hin Ming,Cheuck,卓顯明,"4,9"
AXM315,Ant Global Partners (HK) Limited,ADV775,HUNG Cheung Fuk,Cheung Fuk,Cheung Fuk,Hung,洪長福,"4,9"
AXN003,Azurewing Limited,AAA157,CHEUNG Hung Fat,Hung Fat,Hung Fat,Cheung,張洪發,9
AXN003,Azurewing Limited,ACC228,HU Yi Ding,Yi Ding,Yi Ding,Hu,胡以定,"4,9"
AXN003,Azurewing Limited,AXN012,TSE Wai Lin,Wai Lin,Wai Lin,Tse,謝威廉,4
AYC880,Ark Group Holdings (Hong Kong) Limited,AKQ399,CHAN Cheuk Wa,Cheuk Wa,Cheuk Wa,Chan,陳卓華,"1,4"
AYC880,Ark Group Holdings (Hong Kong) Limited,AWA326,KWAN Tsun Man,Tsun Man,Tsun Man,Kwan,關俊文,"1,4"
AYC880,Ark Group Holdings (Hong Kong) Limited,BST157,PAN Qing,Qing,Qing,Pan,潘青,"1,4,9"
AYC880,Ark Group Holdings (Hong Kong) Limited,BWN086,WEI Peng,Peng,Peng,Wei,魏鵬,"1,4"
AYC880,Ark Group Holdings (Hong Kong) Limited,AJE109,WONG Wai Kar,Wai Kar,Wai Kar,Wong,王惠嘉,"1,4,9"
AYC880,Ark Group Holdings (Hong Kong) Limited,BUN757,YIN Hao,Hao,Hao,Yin,尹顥,"1,4,9"
AYC880,Ark Group Holdings (Hong Kong) Limited,BQH378,ZHOU Qian,Qian,Qian,Zhou,周倩,"1,4"
AYP193,Asia Research & Capital Management Limited,ASE814,SHIH Paul I-cheng,Paul I-Cheng,Paul I-Cheng,Shih,,9
AYT237,Athos Capital Limited,ARK735,MOSKEY Matthew Love,Matthew Love,Matthew Love,Moskey,,9
AYT237,Athos Capital Limited,AUA998,SCHULTE-HILLEN Friedrich Bela,Schulte-Hillen,Schulte-Hillen Friedrich,Bela,,9
AYR797,Ascalon Capital Limited,BKC521,CHAN Ching Sze,Ching Sze,Ching Sze,Chan,陳靜斯,9
AYR797,Ascalon Capital Limited,BDK855,MOORE Luke Peter,Luke Peter,Luke Peter,Moore,,9
AYR797,Ascalon Capital Limited,BMW398,POOLE Isaac Kirby,Isaac,Isaac Kirby,Poole,,9
AZC453,Avalok Capital Limited,ANC095,HAN Yiqiu,Yiqiu,Yiqiu,Han,韓逸秋,"4,9"
AZC453,Avalok Capital Limited,AXO645,TSE Lee Kuen,Lee Kuen,Lee Kuen,Tse,謝莉娟,"4,9"
AZC453,Avalok Capital Limited,BGC783,YANG Lingzi,Lingzi,Lingzi,Yang,楊玲梓,9
AZP140,Ariose Capital Management Limited,AFK724,BLAKE Anthony Peter,Anthony,Anthony Peter,Blake,,9
AZP140,Ariose Capital Management Limited,BSG591,CAO Meng,Meng,Meng,Cao,曹萌,9
AZP140,Ariose Capital Management Limited,BRQ963,SUEN Cheuk Ting Matthew,Cheuk,Cheuk Ting Matthew,Suen,孫卓庭,9
AZP140,Ariose Capital Management Limited,AZP147,XIN Yi,Yi,Yi,Xin,忻怡,9
AZP290,Alphamax Asset Management (HK) Limited,ACH636,"SZETO Wai Chun, Frances",Frances,Wai Chun,Szeto,司徒惠珍,9
AZP290,Alphamax Asset Management (HK) Limited,ATW234,WU Jin,Jin,Jin,Wu,武瑾,9
AZP290,Alphamax Asset Management (HK) Limited,BDI407,ZHU Jun,Jun,Jun,Zhu,祝珺,9
AZY004,Asia Alpha Capital Management Limited,BOF621,CHEN Huan,Huan,Huan,Chen,陈欢,9
AZY004,Asia Alpha Capital Management Limited,ANB366,LURIE Mattan Hillel,Mattan,Mattan Hillel,Lurie,,9
BAA046,ABCI Asset Management Limited,AQS482,MING Liang,Liang,Liang,Ming,明亮,"4,9"
BAA046,ABCI Asset Management Limited,BAH518,YANG Xiuke,Xiuke,Xiuke,Yang,楊秀科,"4,9"
BAI353,Ascender Capital Limited,BAI354,MERCIER Edouard Georges Henri Marie,Edouard,Edouard Georges Henri Marie,Mercier,,9
BAI353,Ascender Capital Limited,BPW546,TISSERAND Jean-Charles Henri Gustave,Jean-Charles,Jean-Charles Henri Gustave,Tisserand,,9
BAT778,Annum Asset Management (Hong Kong) Limited,BGG701,SUNG Hung-Wei,Hung-Wei,Hung-Wei,Sung,宋泓緯,"1,4,9"
BAT778,Annum Asset Management (Hong Kong) Limited,BJU213,XIAO Wen,Wen,Wen,Xiao,肖文,"1,4,9"
BBE598,Avantua Capital Management Limited,ASH955,NG Wing Hoi,Wing Hoi,Wing Hoi,Ng,吳泳愷,"1,4,9"
BBE598,Avantua Capital Management Limited,BSM068,QI YI,Yi,Yi,Qi,齊一,"1,4,9"
BBE598,Avantua Capital Management Limited,BHR770,ZHAO Tong,Tong,Tong,Zhao,趙彤,"1,4,9"
BBS728,Ally Bridge Group (HK) Limited,BQE761,WONG Chun Lok,Chun Lok,Chun Lok,Wong,黃駿樂,"1,4,9"
BBS728,Ally Bridge Group (HK) Limited,AEE377,YU Fan,Fan,Fan,Yu,于凡,"1,4,9"
BBS884,Auspicious Capital Management Limited,AWD977,TAN Meng Lee,Meng Lee,Meng Lee,Tan,陳名禮,9
BBS884,Auspicious Capital Management Limited,AYM559,WANG Chuang,Chuang,Chuang,Wang,王闖,9
BBX134,All-Stars Investment Limited,APR545,CHAN Yat Hei,Yat Hei,Yat Hei,Chan,陳逸熙,"1,4,9"
BBX134,All-Stars Investment Limited,AJA099,JI Weidong,Weidong,Weidong,Ji,季衛東,"1,4,9"
BBY950,Arkkan Capital Management Limited,ANB136,ABRAT Katherine Anna,Katherine Anna,Katherine Anna,Abrat,,9
BBY950,Arkkan Capital Management Limited,ACX950,BROWN Jason Matthew,Jason,Jason Matthew,Brown,,9
BBY950,Arkkan Capital Management Limited,ADL343,CAPASSO Michael Howard,Michael,Michael Howard,Capasso,,9
BBZ266,Atlantic Asset Management Limited,ATJ294,"CHAN Ho Wai, Howard",Howard,Ho Wai,Chan,陳浩維,"4,9"
BBZ266,Atlantic Asset Management Limited,AXR024,NG Chun Ho,Chun Ho,Chun Ho,Ng,吳俊豪,9
BBZ266,Atlantic Asset Management Limited,BDF467,SUNG Kwan Yiu,Kwan Yiu,Kwan Yiu,Sung,宋鈞耀,"4,9"
BCP239,APC Partners Limited,APZ391,NATH Virendra,Virendra,Virendra,Nath,,"4,9"
BCP239,APC Partners Limited,AFT247,TAM Pui Chi,Pui Chi,Pui Chi,Tam,譚佩芝,"4,9"
BDW170,Anchor Equity Partners (Asia) Limited,AEO327,AHN Sanggyun,Sanggyun,Sanggyun,Ahn,,"4,9"
BDW170,Anchor Equity Partners (Asia) Limited,BDW193,CHOI Seong Il,Seong Il,Seong Il,Choi,,"4,9"
BDW170,Anchor Equity Partners (Asia) Limited,AQI793,LEE Woojin,Woojin,Woojin,Lee,李愚振,"4,9"
BDZ923,Alliance Asset Management Limited,ABT596,CHEUNG Kwok Yuen,Kwok Yuen,Kwok Yuen,Cheung,張國源,9
BDZ923,Alliance Asset Management Limited,ACP406,"SUM Nai Bun, Stephen",Stephen,Nai Bun,Sum,岑乃彬,9
BDZ923,Alliance Asset Management Limited,BHS911,TANG Wai Yau,Wai Yau,Wai Yau,Tang,鄧維祐,9
BEV163,All View Management Limited,BPI827,HUANG Yan,Yan,Yan,Huang,黃燕,"4,9"
BEV163,All View Management Limited,ATL572,YANG Wei,Wei,Wei,Yang,楊微,"4,9"
BEQ590,Acion Partners Limited,AFH477,HSIUNG Feng Jimmy,Feng Jimmy,Feng Jimmy,Hsiung,熊峯,9
BEQ590,Acion Partners Limited,BSL969,LEE Siu Lam Albert,Siu,Siu Lam Albert,Lee,,9
BEY053,Alphalex Capital Management (HK) Limited,ACO434,"AU Wai Chi, Alex",Alex,Wai Chi,Au,區偉志,"4,9"
BEY053,Alphalex Capital Management (HK) Limited,BLB368,NGAI Ming Kit,Ming Kit,Ming Kit,Ngai,魏銘潔,"4,9"
BEY954,AK Partners HK Limited,AAD152,CHURCHOUSE Frederick Peter,Frederick,Frederick Peter,Churchouse,,"4,9"
BEY954,AK Partners HK Limited,ACG215,WOOD Antony Winstone,Antony,Antony Winstone,Wood,,"4,9"
BFD387,AP Capital Management (Hong Kong) Limited,AZE467,CHAN Wing Yu,Wing Yu,Wing Yu,Chan,陳永譽,"1,2,4,5"
BFD387,AP Capital Management (Hong Kong) Limited,AUS139,CHEUNG Tomo-hito,Tomo-Hito,Tomo-Hito,Cheung,張智仁,"1,2,4,5,9"
BFD387,AP Capital Management (Hong Kong) Limited,BJJ372,ZHAO Kunming,Kunming,Kunming,Zhao,趙坤明,9
BFE699,Allianz Global Investors Asia Pacific Limited,APF802,"CHOW Ho Kin, Kelvin",Kelvin,Ho Kin,Chow,周浩乾,"1,2,4,5,9"
BFE699,Allianz Global Investors Asia Pacific Limited,AKP006,"FU Chi Wah, Paul",Paul,Chi Wah,Fu,符致華,"1,4"
BFE699,Allianz Global Investors Asia Pacific Limited,AGB944,GUAN Shao Ping,Shao Ping,Shao Ping,Guan,關少平,"1,4,9"
BFE699,Allianz Global Investors Asia Pacific Limited,ADJ389,LAW Siu Cheung,Siu Cheung,Siu Cheung,Law,羅肇翔,"4,9"
BFE699,Allianz Global Investors Asia Pacific Limited,AXV599,LEUNG Michelle Yan,Michelle Yan,Michelle Yan,Leung,梁欣,"1,4,5"
BFE699,Allianz Global Investors Asia Pacific Limited,ACO709,ROSSITER II William Kent,Ii,Ii William Kent,Rossiter,,"1,2,4,5,9"
BFE699,Allianz Global Investors Asia Pacific Limited,BCL627,RUSSELL William Jonathan,William,William Jonathan,Russell,,"1,4"
BFE699,Allianz Global Investors Asia Pacific Limited,ACJ160,"SIT Wing Fai, Wilfred",Wilfred,Wing Fai,Sit,薛永輝,"1,2,4,5,9"
BFE699,Allianz Global Investors Asia Pacific Limited,BER771,YIU Tung Keung,Tung Keung,Tung Keung,Yiu,姚東強,"1,2,9"
BFE699,Allianz Global Investors Asia Pacific Limited,ADT381,YU Tze Ling,Tze Ling,Tze Ling,Yu,余子玲,"1,4"
BFE699,Allianz Global Investors Asia Pacific Limited,APS177,ZENG Zheng,Zheng,Zheng,Zeng,曾錚,"1,2,4,5,9"
BFU196,Avenue Asset Management Limited,AFD303,CHAN Chun Fai Anthony,Chun,Chun Fai Anthony,Chan,陳縉輝,"4,9"
BFU196,Avenue Asset Management Limited,ATR858,"TAM Man Yung, Clarence",Clarence,Man Yung,Tam,譚文勇,"4,9"
BFT890,Austin Pacific Asset Management Limited,AHT589,WANG Bin,Bin,Bin,Wang,王斌,9
BFT890,Austin Pacific Asset Management Limited,BFW323,ZHANG Han,Han,Han,Zhang,張涵,9
BGK380,Antarctica Asset Management (Asia) Limited,AIX574,CHEUNG Tsz Kit,Tsz Kit,Tsz Kit,Cheung,張子傑,"1,4"
BGK380,Antarctica Asset Management (Asia) Limited,AJO552,LI Katherine Bei,Katherine Bei,Katherine Bei,Li,李蓓,"1,4,9"
BGK380,Antarctica Asset Management (Asia) Limited,BGK384,VANDENVEN Filip Joris J.,Filip,Filip Joris J.,Vandenven,,"1,4,9"
BGM262,Aurora Borealis Investment Services Limited,ADW646,"LAU Shek Yuen, Simon",Simon,Shek Yuen,Lau,劉錫源,"1,4,9"
BGM262,Aurora Borealis Investment Services Limited,BAI111,NG Ho Yin,Ho Yin,Ho Yin,Ng,吳浩賢,"1,4,9"
BGX952,Azure Lion International Asset Management Company Limited,BLR954,CHAN Ka Wai,Ka Wai,Ka Wai,Chan,陳嘉威,9
BGX952,Azure Lion International Asset Management Company Limited,ADI458,LEUNG Yun Lung,Yun Lung,Yun Lung,Leung,梁潤龍,9
BGZ576,AtomVest Limited,AGY185,LIU Bernard Chihyu,Bernard,Bernard Chihyu,Liu,劉至昱,9
BGZ576,AtomVest Limited,BGZ553,LOPEZ Jeffrey Kenneth,Jeffrey,Jeffrey Kenneth,Lopez,,9
BGZ576,AtomVest Limited,BGZ562,YU Meng-Ting,Meng-Ting,Meng-Ting,Yu,游孟庭,9
BHB299,Asymmetrics Capital Management Limited,ANN667,CHENG Glen H G,Glen,Glen H G,Cheng,鄭恆光,9
BHB299,Asymmetrics Capital Management Limited,AOY117,VERMA Asit Kumar,Asit Kumar,Asit Kumar,Verma,,9
BHB694,Asia Joyful Limited,BMB248,LAM Pak Hi,Pak Hi,Pak Hi,Lam,林栢禧,9
BHB694,Asia Joyful Limited,ANH324,LO Wing Chu,Wing Chu,Wing Chu,Lo,盧泳珠,"4,9"
BHB694,Asia Joyful Limited,ACV231,LUM Pak Sum,Pak Sum,Pak Sum,Lum,林柏森,"4,9"
BHE071,Anatole Investment Management Limited,AUP537,LEE Gary,Gary,Gary,Lee,李嘉瑜,9
BHE071,Anatole Investment Management Limited,AQD047,YANG Xiaofan,Xiaofan,Xiaofan,Yang,楊曉帆,9
BHF812,AVICT Global Asset Management Limited,BBZ357,DA Yang,Yang,Yang,Da,笪洋,"1,4,9"
BHF812,AVICT Global Asset Management Limited,BVX730,HUANG Zhihan,Zhihan,Zhihan,Huang,黃智函,"1,4,9"
BHF812,AVICT Global Asset Management Limited,BPF033,LIANG Xinyue,Xinyue,Xinyue,Liang,梁欣悅,"4,9"
BHF812,AVICT Global Asset Management Limited,BOI729,SHENG Weiwen,Weiwen,Weiwen,Sheng,盛衛文,"1,4,9"
BHF812,AVICT Global Asset Management Limited,BOE193,WANG Wangsong,Wangsong,Wangsong,Wang,王旺松,"1,4,9"
BHF812,AVICT Global Asset Management Limited,ANA986,WONG Tung,Tung,Tung,Wong,王棟,"4,9"
BHF812,AVICT Global Asset Management Limited,BRE454,YANG Liuyang,Liuyang,Liuyang,Yang,楊柳揚,"4,9"
BHF812,AVICT Global Asset Management Limited,BKC247,ZENG Wenting,Wenting,Wenting,Zeng,曾雯婷,"1,4,9"
BHI134,Admiralty Harbour Capital Limited,BDI403,CAO Lei,Lei,Lei,Cao,曹蕾,"1,4"
BHI134,Admiralty Harbour Capital Limited,AYO745,CUI Cui,Cui,Cui,Cui,崔翠,6
BHI134,Admiralty Harbour Capital Limited,ARI970,HU Lizhou,Lizhou,Lizhou,Hu,胡力舟,"4,9"
BHI134,Admiralty Harbour Capital Limited,ANN276,LIU Bei,Bei,Bei,Liu,劉北,"1,4,6,9"
BHI134,Admiralty Harbour Capital Limited,BGQ224,PURHONEN Lauri Sakari,Lauri,Lauri Sakari,Purhonen,,"1,4"
BHI134,Admiralty Harbour Capital Limited,BHK948,SUN Fei,Fei,Fei,Sun,孫飛,"1,4,9"
BHI134,Admiralty Harbour Capital Limited,BMV299,TRACY Alec Peter,Alec Peter,Alec Peter,Tracy,,"1,4,6,9"
BHI134,Admiralty Harbour Capital Limited,ASM446,WANG Xiao,Xiao,Xiao,Wang,王虓,6
BHI134,Admiralty Harbour Capital Limited,AWL336,XU Chendi,Chendi,Chendi,Xu,許晨迪,"1,4"
BHI134,Admiralty Harbour Capital Limited,ALD676,ZHAO Wei,Wei,Wei,Zhao,趙瑋,"1,4,6"
BGQ982,Asia Lion Capital (Hong Kong) Limited,AYT679,GAO Hong,Hong,Hong,Gao,高宏,9
BGQ982,Asia Lion Capital (Hong Kong) Limited,ANX441,LI Xinsong,Xinsong,Xinsong,Li,李新松,9
BGQ982,Asia Lion Capital (Hong Kong) Limited,BBR203,SHIA Charles,Charles,Charles,Shia,夏謙,9
BHO405,Atta Capital Limited,ABQ698,CHAN Hing Wang,Hing Wang,Hing Wang,Chan,陳卿弘,4
BHO405,Atta Capital Limited,BQH159,LIAO Jie,Jie,Jie,Liao,廖杰,"4,9"
BHO405,Atta Capital Limited,ANA840,SONG Xin,Xin,Xin,Song,宋昕,"4,9"
BHO405,Atta Capital Limited,BGB011,YU Yang,Yang,Yang,Yu,于楊,4
BHS283,A.C Asset Management Limited  ,AXE899,LAM Hay Tak,Hay Tak,Hay Tak,Lam,林喜德,"1,4,9"
BHS283,A.C Asset Management Limited  ,BMV708,LUK Ka Wai,Ka Wai,Ka Wai,Luk,陸嘉慧,"1,4,9"
BHS283,A.C Asset Management Limited  ,AIU173,"WONG Mang, Peggy",Peggy,Mang,Wong,黃萌,"1,4,9"
BHX735,Avenue Family Office Limited,AFD303,CHAN Chun Fai Anthony,Chun,Chun Fai Anthony,Chan,陳縉輝,"1,4,9"
BHX735,Avenue Family Office Limited,AMB713,PONG Sau Kwok,Sau Kwok,Sau Kwok,Pong,逄守國,"1,4,9"
BHY177,Arete Capital Asia Limited,BIJ386,LEEWORTHY Terence Vincent,Terence,Terence Vincent,Leeworthy,,"4,9"
BHY177,Arete Capital Asia Limited,ACN576,LUCHANGCO Charles Ramon,Charles,Charles Ramon,Luchangco,,"4,9"
BHY235,Aspenwood Capital Limited,AZB954,CHAN Kin Pan,Kin Pan,Kin Pan,Chan,陳健斌,"4,9"
BHY235,Aspenwood Capital Limited,BFU199,LEE Chi Chung,Chi Chung,Chi Chung,Lee,李志聰,"4,9"
BHY235,Aspenwood Capital Limited,BRU784,NG Jerry Chi Wai,Jerry,Jerry Chi Wai,Ng,吳志威,"4,9"
BIA093,ASPIRE Multi-Family Office Limited,AUO108,BARRETT Peter Richard Stephen,Peter,Peter Richard Stephen,Barrett,,"4,9"
BIA093,ASPIRE Multi-Family Office Limited,APD399,BARTLETT David Vernon,David,David Vernon,Bartlett,,9
BIA093,ASPIRE Multi-Family Office Limited,AAG321,WEIR Shane Frederick,Shane,Shane Frederick,Weir,,"4,9"
BII781,Amrita Capital Limited,AUN720,LI Yuan,Yuan,Yuan,Li,李瑗,"4,9"
BII781,Amrita Capital Limited,BJW834,TANG Hui,Hui,Hui,Tang,湯暉,"4,9"
BIK254,Austen Capital International Limited,BAL896,"CHAN Kin Wah, Kenneth",Kenneth,Kin Wah,Chan,陳建華,"4,9"
BIK254,Austen Capital International Limited,BWK693,GEFFNER Xin Yue Jasmine,Xin,Xin Yue Jasmine,Geffner,蔡昕玥,"4,9"
BIK254,Austen Capital International Limited,BVO153,JIANG Shanshan,Shanshan,Shanshan,Jiang,姜姗姗,"4,9"
BIK254,Austen Capital International Limited,AVS574,LU Xiaoma,Xiaoma,Xiaoma,Lu,陸肖馬,"4,9"
BIM490,Allter Capital Management Limited,AWF102,WAI Shing Cheong,Shing,Shing Cheong,Wai,韋成昌,"4,9"
BIM490,Allter Capital Management Limited,BUN597,WANG Mian,Mian,Mian,Wang,王冕,"4,9"
BIO838,Afflux Securities Limited,ARG412,CHEN Xiaofang,Xiaofang,Xiaofang,Chen,陳曉芳,"1,4,9"
BIO838,Afflux Securities Limited,ARO895,PAK Tsz Hin,Tsz Hin,Tsz Hin,Pak,白子軒,"1,4,9"
BIZ186,Axial Partners Limited,AUG868,WONG Charles Teng-Iao,Charles,Charles Teng-Iao,Wong,王騰耀,"4,9"
BIZ186,Axial Partners Limited,ACS213,"WONG Wai Man, June",June,Wai Man,Wong,黃慧敏,"4,9"
BJB358,Asia Investment Fund Management Limited,ANZ637,LI Tao,Tao,Tao,Li,李濤,9
BJB358,Asia Investment Fund Management Limited,ABY869,LIU Erh Fei,Erh Fei,Erh Fei,Liu,劉二飛,9
BJB358,Asia Investment Fund Management Limited,AXF223,TING Tao I,Tao I,Tao I,Ting,丁道一,9
BJB358,Asia Investment Fund Management Limited,ADK688,XIE Min,Min,Min,Xie,謝岷,9
BJB358,Asia Investment Fund Management Limited,AXC694,ZHANG Jianhong,Jianhong,Jianhong,Zhang,張建宏,9
BJB358,Asia Investment Fund Management Limited,ABY977,ZHANG Shou Lin,Shou Lin,Shou Lin,Zhang,張守林,9
BJB903,Aesop Asset Management Limited,ADQ680,LAI Siu Ha,Siu Ha,Siu Ha,Lai,黎少霞,"4,9"
BJB903,Aesop Asset Management Limited,AEY548,"LAU Yuen Ling, Pauline",Pauline,Yuen Ling,Lau,劉宛玲,"4,9"
BJC555,Apeiron Capital Limited,BRG802,LUO Zhengqian,Zhengqian,Zhengqian,Luo,駱崢謙,"4,9"
BJC555,Apeiron Capital Limited,BNT143,WANG Can,Can,Can,Wang,王燦,"4,9"
BJC555,Apeiron Capital Limited,BFA648,YAO Wanyi,Wanyi,Wanyi,Yao,姚菀怡,"4,9"
BJM395,ACU Asset Management Limited,AYK457,CHIU Ka Leung,Ka Leung,Ka Leung,Chiu,趙家樑,9
BJM395,ACU Asset Management Limited,AEU886,LEUNG Man Wai,Man Wai,Man Wai,Leung,梁文偉,9
BJI417,AA Capital Limited,BRH891,MAK Sze Yan Abby,Sze,Sze Yan Abby,Mak,麥思恩,"4,9"
BJI417,AA Capital Limited,BBW060,TSE Ming Lun Alan,Ming,Ming Lun Alan,Tse,謝銘麟,"4,9"
BJO454,AOP Capital Limited,BHI092,"HO Suet Li, Regina",Regina,Suet Li,Ho,,"4,9"
BJO454,AOP Capital Limited,BJO460,MC CANN David John,Cann,Cann David John,Mc,,"4,9"
BJP052,Aeterna Asset Management Limited,ADW708,CHAN Kon Kai,Kon Kai,Kon Kai,Chan,陳幹佳,"4,9"
BJP052,Aeterna Asset Management Limited,AUB940,LAI Wai Chung Vincent,Wai,Wai Chung Vincent,Lai,黎維頌,"4,9"
BJR935,Aneto Capital Limited,BEA484,BELZA GONZALEZ Sergio,Gonzalez,Gonzalez Sergio,Belza,貝賽峰,"4,9"
BJR935,Aneto Capital Limited,AUC314,GONZALEZ VILLAVECCHIA Manuel,Villavecchia,Villavecchia Manuel,Gonzalez,,"4,9"
BJS912,AEM Asset Management Limited,APW069,CHAN Hoi Cheung,Hoi Cheung,Hoi Cheung,Chan,陳愷章,9
BJS912,AEM Asset Management Limited,BAJ162,"KWAN Yi Fan, David",David,Yi Fan,Kwan,,9
BJS912,AEM Asset Management Limited,BTK877,LI Weixi,Weixi,Weixi,Li,李煒熙,9
BKD372,Alaya Capital Limited,AEI046,"CHEUNG Sze Hon, Heath",Heath,Sze Hon,Cheung,張詩瀚,"4,9"
BKD372,Alaya Capital Limited,BQE208,WONG Man Yuen Michael,Man,Man Yuen Michael,Wong,黃文遠,"4,9"
BLC898,A-JEX International Asset Management Limited,BVS190,DENG Xi,Xi,Xi,Deng,邓玺,"1,4,9"
BLC898,A-JEX International Asset Management Limited,BLE515,MEI Song,Song,Song,Mei,梅松,"1,4,9"
BLC898,A-JEX International Asset Management Limited,AZQ052,YU Yixing,Yixing,Yixing,Yu,虞一星,"1,4,9"
BLF085,Aetherium Capital Partners Limited,ASQ439,GAO Ariana Jiasui,Ariana,Ariana Jiasui,Gao,高嘉穗,"4,9"
BLF085,Aetherium Capital Partners Limited,AZC762,KU Sanqi,Sanqi,Sanqi,Ku,庫三七,"4,9"
BMG910,AvantFaire Investment Management Limited,BND653,CHEN Qin Ruo,Qin Ruo,Qin Ruo,Chen,陳欽若,9
BMG910,AvantFaire Investment Management Limited,AHM814,CHIONG Sai Lung,Sai Lung,Sai Lung,Chiong,張世龍,"4,9"
BMG910,AvantFaire Investment Management Limited,BDC611,LEUNG Tsz Wing,Tsz Wing,Tsz Wing,Leung,梁子榮,"4,9"
BMQ127,Alpine Securities Limited,AAG867,"LAI Tak Leung, Iven",Iven,Tak Leung,Lai,黎德良,"1,4,9"
BMQ127,Alpine Securities Limited,AAV322,TONG Leung Sang,Leung Sang,Leung Sang,Tong,湯亮生,"1,4,9"
BMO727,Aden Financial Group Limited,BWI837,HOU Zhe,Zhe,Zhe,Hou,侯哲,"4,9"
BMO727,Aden Financial Group Limited,BIM241,LEE Yuen Tsun,Yuen Tsun,Yuen Tsun,Lee,李遠浚,"1,2"
BMO727,Aden Financial Group Limited,BMP042,QI Xiaohe,Xiaohe,Xiaohe,Qi,齐小賀,"1,2,4,7,9"
BMO727,Aden Financial Group Limited,BTU158,TSAO Yue Sun,Yue Sun,Yue Sun,Tsao,曹宇新,"1,7"
BMQ773,Amto Capital Management Limited,BLJ174,LIN Fengyuan,Fengyuan,Fengyuan,Lin,林丰源,9
BMR963,AJ Asset Management Limited,ATB830,CHEN Hao,Hao,Hao,Chen,陳灝,"4,9"
BMR963,AJ Asset Management Limited,BFA601,FAN Zhe,Zhe,Zhe,Fan,樊喆,"4,9"
BMR963,AJ Asset Management Limited,BNN600,LAU Kwan Lok Locky,Kwan,Kwan Lok Locky,Lau,劉君樂,"4,9"
